p0,p1,p2,p3,p4,objective,elapsed_sec
4,6850000,98200,47000, -Dqueueless=on ,-2406.37,5799.687516450882
4,6000000,95100,100000, -Dqueueless=on ,-3027.27,5819.956830739975
4,6130000,99800,70000, -Dqueueless=on ,-2785.16,5848.899480104446
4,6640000,94500,78000, -Dqueueless=on ,-3038.25,5866.615305185318
4,6620000,94700,90000, -Dqueueless=off ,-2534.3,5885.589082241058
4,6650000,99400,44000, -Dqueueless=on ,-3404.72,5901.6284968853
4,7390000,95700,77000, -Dqueueless=on ,-3033.64,5925.002023696899
4,5180000,96000,80000, -Dqueueless=on ,-2614.34,5951.782869100571
4,6020000,95300,88000, -Dqueueless=on ,-2738.09,5970.705749750137
4,6680000,94500,78000, -Dqueueless=on ,-2563.02,5989.685325860977
4,7460000,95500,83000, -Dqueueless=on ,-2996.87,6010.296320438385
4,6960000,95600,99000, -Dqueueless=on ,-2488.59,6027.330598115921
4,5990000,99800,74000, -Dqueueless=on ,-2392.82,6044.228095293045
4,6710000,99900,36000, -Dqueueless=on ,-2415.23,6063.253709316254
4,6590000,95900,73000, -Dqueueless=on ,-2614.82,6093.700786828995
3,2160000,99900,70000, -Dqueueless=on ,-2683.73,6112.065949440002
3,6640000,93000,99000, -Dqueueless=on ,-2567.6,6132.662229061127
4,7530000,95100,84000, -Dqueueless=on ,-2945.73,6148.829524517059
4,6540000,100000,3000, -Dqueueless=on ,-2374.21,6166.131909132004
4,7790000,96100,77000, -Dqueueless=on ,-2863.41,6190.0261034965515
4,6140000,99800,44000, -Dqueueless=on ,-2728.87,6207.0275938510895
4,6630000,97500,47000, -Dqueueless=on ,-2838.62,6225.871129989624
4,6210000,97300,73000, -Dqueueless=on ,-2834.66,6250.969953298569
4,6340000,99600,97000, -Dqueueless=on ,-2549.72,6269.0332980155945
4,7910000,96000,80000, -Dqueueless=on ,-2603.97,6288.6380298137665
4,6670000,94900,83000, -Dqueueless=on ,-2851.77,6306.980287075043
4,6800000,99900,73000, -Dqueueless=on ,-3147.95,6324.566841125488
4,7080000,95100,75000, -Dqueueless=on ,-2376.73,6349.743837356567
4,6770000,97100,30000, -Dqueueless=on ,-2804.93,6366.067842245102
4,6660000,96800,78000, -Dqueueless=on ,-3060.86,6384.784053564072
4,6390000,95600,81000, -Dqueueless=on ,-2710.91,6402.785542726517
4,6660000,96400,51000, -Dqueueless=on ,-2585.16,6423.433417797089
4,6920000,99900,26000, -Dqueueless=on ,-2553.29,6443.009005784988
4,6200000,97100,46000, -Dqueueless=on ,-2550.85,6456.150456428528
4,6790000,99800,45000, -Dqueueless=on ,-3107.46,6481.326743602753
4,7710000,94900,76000, -Dqueueless=on ,-2876.72,6500.643749713898
4,7570000,99600,77000, -Dqueueless=on ,-2899.95,6522.724372625351
4,6750000,99800,57000, -Dqueueless=on ,-2866.68,6540.480414390564
4,6890000,95500,77000, -Dqueueless=off ,-2181.45,6556.33061170578
4,6580000,95600,94000, -Dqueueless=on ,-2884.0,6572.042565107346
4,6620000,99800,21000, -Dqueueless=on ,-2623.5,6593.446942329407
4,2190000,99900,48000, -Dqueueless=on ,-2726.09,6611.505683422089
4,7120000,94700,77000, -Dqueueless=on ,-2774.85,6627.320062637329
4,6630000,98400,87000, -Dqueueless=on ,-3053.83,6644.45254445076
4,6250000,99700,85000, -Dqueueless=on ,-3053.0,6661.080352067947
4,6760000,99000,47000, -Dqueueless=on ,-2637.39,6676.995756626129
4,6660000,98100,47000, -Dqueueless=on ,-2689.28,6693.303361415863
4,6310000,97100,92000, -Dqueueless=on ,-2813.71,6710.3952469825745
4,6850000,99900,67000, -Dqueueless=on ,-2427.85,6724.003993034363
4,6780000,94900,81000, -Dqueueless=on ,-2877.5,6747.414966583252
4,6590000,95500,99000, -Dqueueless=on ,-3163.02,6767.135227918625
4,6320000,97500,100000, -Dqueueless=on ,-2317.35,6784.444905042648
4,6240000,99000,99000, -Dqueueless=on ,-2439.1,6801.999872207642
4,6670000,99900,87000, -Dqueueless=on ,-2391.52,6815.548640966415
4,6740000,100000,97000, -Dqueueless=on ,-2484.56,6832.6405074596405
4,7460000,96700,77000, -Dqueueless=on ,-2418.76,6852.964395523071
4,6100000,95000,99000, -Dqueueless=on ,-2346.47,6877.7116277217865
4,6630000,88900,42000, -Dqueueless=on ,-2681.77,6897.352214097977
4,6610000,93200,81000, -Dqueueless=on ,-2967.29,6921.382995843887
4,6700000,95700,79000, -Dqueueless=on ,-2657.73,6943.080987691879
4,6970000,94900,76000, -Dqueueless=on ,-2524.33,6958.754745483398
4,6630000,55200,87000, -Dqueueless=on ,-2539.12,6976.2480709552765
